Category,Score,Tweet
gain,0.09090909090909091,"China’s coal use drops, showing commitment to climate change Experts https://t.co/CEImKEXKiT"
warmth,0.09090909090909091,"China’s coal use drops, showing commitment to climate change Experts https://t.co/CEImKEXKiT"
affection,0.09090909090909091,"China’s coal use drops, showing commitment to climate change Experts https://t.co/CEImKEXKiT"
money,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
cold,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
morning,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
restaurant,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
violence,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
weather,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
shopping,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
injury,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
valuable,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
warmth,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
liquid,0.06666666666666667,Bad news for coffee drinkers: climate change may negatively impact the quality of coffee. https://t.co/YBrNojSnGi
cold,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
hate,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
aggression,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
dispute,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
kill,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
divine,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
violence,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
weather,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
deception,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
fight,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
war,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
warmth,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
emotional,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
breaking,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
power,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
negative_emotion,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
competing,0.05263157894736842,Cersei not joinging the fight is as frustrating as people who don't believe in climate change. #gameofthrones #got #thronesyall
office,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
money,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
cold,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
furniture,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
home,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
heroic,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
weather,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
speaking,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
warmth,0.07142857142857142,RT @MailOnline: Scientists say climate change IS real with 'no room for doubt' https://t.co/AtetDXN1lz
money,0.1,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
domestic_work,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
cold,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
aggression,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
dispute,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
government,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
wealthy,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
banking,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
kill,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
business,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
violence,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
hygiene,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
weather,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
fight,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
war,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
valuable,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
warmth,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
economics,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
breaking,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
power,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
negative_emotion,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
cleaning,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
messaging,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
competing,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
payment,0.05,"Well done, Mr.Gates!
Bill #Gates &amp; investors have a new fund 2 fight climate change via clean #energy https://t.co/lkSlEbGHcY #climatechange"
money,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
cold,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
kill,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
weather,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
warmth,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
monster,0.08333333333333333,See climate change is is the no1 danger in the world. https://t.co/LAY0pxFKyI
warmth,0.10526315789473684,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
government,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
cold,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
movement,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
weather,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
speaking,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
terrorism,0.05263157894736842,RT @nature: Editorial: Scientists take the bold step of saying weather phenomena wouldnâ€™t have happened without global warming https://t.coâ€¦
strength,0.08695652173913043,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
money,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
fear,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
cold,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
body,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
heroic,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
weather,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
warmth,0.043478260869565216,RT @worlddeck36: The courage to face the reality of climate change is an integral part of the solution. How courageous are you? #climatechaâ€¦
cold,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
leader,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
weather,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
warmth,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
competing,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
achievement,0.047619047619047616,"RT @GreenEUJournal: #Berlin is leading on tackling climate change, #divestment &amp; #mobility. How did it get there? Itw with @GYGeorg, Greenâ€¦"
cold,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
divine,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
weather,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
deception,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
listen,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
warmth,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
timidity,0.05,RT @SusanSarandon: Everything about this pipeline is wrong. Obama? Hillary? Awfully quiet for people who believe in climate change.  https:…
money,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
cold,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
government,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
banking,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
business,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
weather,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
gain,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
warmth,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
economics,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
poor,0.06666666666666667,"RT @dna: Russian President Vladimir Putin says climate change not man-made, good for economy https://t.co/ELdoqr7iEX"
cold,0.058823529411764705,How in the world do people around the world perceive climate change? We have answers: https://t.co/pUHOw8x5gP https://t.co/9lXVU2gUSz
weather,0.058823529411764705,How in the world do people around the world perceive climate change? We have answers: https://t.co/pUHOw8x5gP https://t.co/9lXVU2gUSz
warmth,0.058823529411764705,How in the world do people around the world perceive climate change? We have answers: https://t.co/pUHOw8x5gP https://t.co/9lXVU2gUSz
dispute,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
government,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
healing,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
heroic,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
communication,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
order,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
meeting,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
speaking,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
warmth,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
terrorism,0.04,RT @vmataaa: someone please explain to me how global warming isn't real when it's 66 degrees in F E B R U A R Y!!!!!
money,0.06666666666666667,Donald Trump will find it 'very difficult' to back out of Paris climate change Agreement
cold,0.06666666666666667,Donald Trump will find it 'very difficult' to back out of Paris climate change Agreement
weather,0.06666666666666667,Donald Trump will find it 'very difficult' to back out of Paris climate change Agreement
warmth,0.06666666666666667,Donald Trump will find it 'very difficult' to back out of Paris climate change Agreement
traveling,0.06666666666666667,Donald Trump will find it 'very difficult' to back out of Paris climate change Agreement
money,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
cold,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
government,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
leader,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
dominant_heirarchical,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
weather,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
warmth,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
law,0.07692307692307693,"Google:Girl, 9, sues Indian government over inaction on climate change - https://t.co/MfJVbe37y2 https://t.co/Vu8Aiv5Hxw"
money,0.125,Science Express train to create climate change awareness
cold,0.125,Science Express train to create climate change awareness
anticipation,0.125,Science Express train to create climate change awareness
art,0.125,Science Express train to create climate change awareness
weather,0.125,Science Express train to create climate change awareness
fight,0.125,Science Express train to create climate change awareness
vehicle,0.125,Science Express train to create climate change awareness
warmth,0.125,Science Express train to create climate change awareness
cold,0.058823529411764705,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! 10/9c on @NatGeoChannel https://t.co/TÃ¢â‚¬Â¦
crime,0.058823529411764705,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! 10/9c on @NatGeoChannel https://t.co/TÃ¢â‚¬Â¦
weather,0.058823529411764705,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! 10/9c on @NatGeoChannel https://t.co/TÃ¢â‚¬Â¦
warmth,0.058823529411764705,RT @iansomerhalder: Speaking of climate change-TONIGHT Is another killer episode of @YEARSofLIVING ! 10/9c on @NatGeoChannel https://t.co/TÃ¢â‚¬Â¦
cold,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
school,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
college,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
reading,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
weather,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
speaking,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
warmth,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
disappointment,0.0625,"@PetefromHayNSW @chriskkenny @s Maaaate, you clearly don't understand. When studying climate change, you *must onlâ€¦ https://t.co/hEn1GXc30A"
money,0.05555555555555555,Prof Fitzgerald saying that a common European agri solution on Climate change much preferable than individual solutions. #ICOSConf15
independence,0.05555555555555555,Prof Fitzgerald saying that a common European agri solution on Climate change much preferable than individual solutions. #ICOSConf15
speaking,0.05555555555555555,Prof Fitzgerald saying that a common European agri solution on Climate change much preferable than individual solutions. #ICOSConf15
money,0.09523809523809523,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
government,0.09523809523809523,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
cold,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
wealthy,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
banking,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
business,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
independence,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
weather,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
air_travel,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
gain,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
valuable,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
warmth,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
economics,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
politics,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
plant,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
law,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
payment,0.047619047619047616,"An activist hedge fund put a climate change denier on the board of NRG, which is trying to boost renewables https://t.co/jIhRD5HViu"
money,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
cold,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
government,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
violence,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
weather,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
injury,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
appearance,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
warmth,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
terrorism,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
giving,0.058823529411764705,"If global climate change continues to impact the NFL, will average Americans begin to give a fuck?"
money,0.05555555555555555,RT @PolarBears: Action on climate change is important to polar bears and people too! #VoteForClimate in every election:Ã¢â‚¬Â¦
cold,0.05555555555555555,RT @PolarBears: Action on climate change is important to polar bears and people too! #VoteForClimate in every election:Ã¢â‚¬Â¦
weather,0.05555555555555555,RT @PolarBears: Action on climate change is important to polar bears and people too! #VoteForClimate in every election:Ã¢â‚¬Â¦
warmth,0.05555555555555555,RT @PolarBears: Action on climate change is important to polar bears and people too! #VoteForClimate in every election:Ã¢â‚¬Â¦
health,0.21428571428571427,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
medical_emergency,0.14285714285714285,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
money,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
cold,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
suffering,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
violence,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
weather,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
injury,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
warmth,0.07142857142857142,"RT @truthout: Worry, trauma and catastrophe: how climate change effects our mental health https://t.co/HjJ0VR8VqH"
negative_emotion,0.10526315789473684,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
wedding,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
medical_emergency,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
cold,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
money,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
family,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
kill,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
death,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
divine,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
weather,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
deception,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
warmth,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
children,0.05263157894736842,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦
cold,0.08333333333333333,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
weather,0.08333333333333333,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
warmth,0.08333333333333333,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
optimism,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
money,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
help,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
leader,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
business,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
love,0.041666666666666664,"RT @BigJoeBastardi: It would be to my advantage to promote the climate change agenda.. It is an extreme weather lovers dream, Would love tâ€¦"
